,Protein1_ID
9726,Q9C0D5
9727,A6NJ78
9728,A6NFC5
9729,B7ZC32
9730,Q6IWH7
9731,Q8WTR8
9732,Q8TBZ6
9733,P15144
9734,Q9P2K9
9735,P55286
9736,Q9UKT6
9737,Q504Y2
9738,A8MV65
9739,Q09019
9740,P22570
9741,Q8TC84
9742,Q7L7V1
9743,Q99542
9744,Q969V4
9745,Q92854
9746,Q5JXC2
9747,Q6UB99
9748,B4DS77
9749,Q5VVW2
9750,Q14667
9751,Q9NRL2
9752,Q9BXF6
9753,Q9Y2H9
9754,P46013
9755,O75525
9756,Q8IWF9
9757,B2RUZ4
9758,P31749
9759,Q08830
9760,Q6IAA8
9761,Q13796
9762,O60575
9763,Q9P2D3
9764,Q96BY6
9765,Q8N122
9766,Q9C0K7
9767,Q96PQ0
9768,Q7Z478
9769,Q16769
9770,Q8TCU5
9771,Q8WZ64
9772,O94823
9773,Q6ZWH5
9774,Q8NFT8
9775,Q7L2E3
9776,O15027
9777,Q86YJ7
9778,A9Z1Z3
9779,Q08629
9780,O76083
9781,Q5T4T6
9782,Q5FWF5
9783,Q8WTX9
9784,Q8NHU2
9785,Q4VC12
9786,Q86V85
9787,A6NEE1
9788,Q6Q6R5
9789,Q8NCV1
9790,Q96N28
9791,Q5VVM6
9792,P16284
9793,Q9BQ83
9794,P38570
9795,Q7L0J3
9796,Q12774
9797,Q9P107
9798,Q8N5G0
9799,Q6PIL6
9800,Q8IWK6
9801,Q7Z5K2
9802,Q9H0H3
9803,Q6JEL2
9804,Q9GZS0
9805,Q6NXT6
9806,Q96A58
9807,Q53HV7
9808,Q9H3T3
9809,Q01094
9810,Q86TL0
9811,Q14241
9812,O14578
9813,Q9P2W7
9814,Q9H788
9815,Q9ULD9
9816,P16860
9817,Q86VF7
9818,Q96AC6
9819,Q5SVQ8
9820,P19827
9821,Q14207
9822,Q92545
9823,O75037
9824,Q9NSB8
9825,O75064
9826,P46821
9827,Q9Y566
9828,Q86VF2
9829,Q8N5V2
9830,Q9H8X9
9831,Q96I13
9832,P42681
9833,Q9NQS7
9834,Q6WRI0
9835,Q9HB58
9836,P23497
9837,P32780
9838,Q6NXP6
9839,Q8TDW7
9840,Q86YT5
9841,O14669
9842,Q9NVC6
9843,P30825
9844,Q2KHM9
9845,Q05084
9846,O60287
9847,O14841
9848,O95352
9849,Q96C12
9850,Q8N4S7
9851,Q12802
9852,Q5VV43
9853,Q9UPQ9
9854,Q15911
9855,Q92608
9856,Q9Y4A5
9857,P48553
9858,Q3B7T1
9859,Q9HBF4
9860,P23416
9861,Q9NV58
9862,Q6PJG9
9863,Q96AY4
9864,Q9HD33
9865,Q5EBL2
9866,Q02388
9867,Q711Q0
9868,Q8WY21
9869,Q9UPU3
9870,Q6PIJ6
9871,Q9P2E3
9872,Q562E7
9873,Q9UK61
9874,Q96DZ5
9875,Q8N2E2
9876,Q9NYB0
9877,Q9UMF0
9878,Q96M93
9879,Q5T7W0
9880,Q7L0X0
9881,P48735
9882,Q495M9
9883,Q6UXT9
9884,Q7Z4N2
9885,Q7RTY9
9886,Q8IV36
9887,P55899
9888,Q8IXP5
9889,Q9NPG4
9890,Q96FS4
9891,O75309
9892,Q68CP4
9893,Q16206
9894,Q8IZL8
9895,Q7Z353
9896,Q9Y2E5
9897,Q49AJ0
9898,Q8N300
9899,Q9UEW8
9900,A8MYJ7
9901,P37108
9902,O75390
9903,O60637
9904,P52569
9905,Q9H4A6
9906,P06280
9907,Q15287
9908,Q8NFG4
9909,Q8N3P4
9910,Q8IY45
9911,Q8NBI3
9912,O00142
9913,Q99732
9914,Q8IVW6
9915,Q9H2D6
9916,P41217
9917,Q9UBH0
9918,Q9NZH7
9919,Q9UHA7
9920,P18510
9921,Q8WWZ1
9922,Q9Y2Y0
9923,Q96Q27
9924,Q99798
9925,Q9Y6B6
9926,P26440
9927,Q9UKW4
9928,Q53H12
9929,P08962
9930,O43674
9931,Q9H221
9932,Q8IX12
9933,Q8N653
9934,Q86WT6
9935,Q00536
9936,Q9ULM6
9937,A6NK59
9938,Q7L3T8
9939,Q7Z4H8
9940,Q9NRF2
9941,Q6UX98
9942,Q9BQ67
9943,Q6ZNJ1
9944,Q6ZVD7
9945,Q96CD2
9946,Q02108
9947,Q6NZY7
9948,Q5VVH5
9949,O43752
9950,Q9H0L4
9951,P50749
9952,P42680
9953,Q96HH6
9954,Q8TF05
9955,Q8IZS5
9956,Q8N427
9957,Q86XW9
9958,Q9NVM6
9959,Q96A22
9960,Q96N03
9961,O95260
9962,Q9BUR5
9963,Q6P4F7
9964,Q9HCK5
9965,Q8N142
9966,P16157
9967,Q16854
9968,Q12852
9969,P49796
9970,Q14974
9971,Q8IUC8
9972,O95171
9973,A3KMH1
9974,P58557
9975,P56181
9976,Q9UK41
9977,Q9NYQ3
9978,Q8IX90
9979,Q9C0E2
9980,Q8WVE0
9981,Q9Y2S2
9982,Q6UW15
9983,Q99549
9984,O14530
9985,P30988
9986,O15155
9987,Q6ZRR5
9988,A4D1S5
9989,Q99567
9990,P98066
9991,Q9Y5J1
9992,P53805
9993,Q9UJX6
9994,O43805
9995,Q969S6
9996,Q969U6
9997,Q7L8S5
9998,Q8N6M0
9999,Q9BSL1
10000,Q9Y3A0
10001,Q5W0U4
10002,O94989
10003,Q9BRA0
10004,P17540
10005,O95159
10006,Q8TA86
10007,Q99627
10008,Q86YM7
10009,Q96AT9
10010,Q8NBN7
10011,Q5JUR7
10012,Q6UW63
10013,Q9Y2K9
10014,P29083
10015,Q9NVR7
10016,O75874
10017,O60543
10018,Q9BUF5
10019,Q99467
10020,Q0P6D2
10021,Q8WXA9
10022,Q8WUY3
10023,Q15884
10024,Q9BXT8
10025,Q14671
10026,O60858
10027,Q9Y6X5
10028,Q96PD2
10029,Q86Y79
10030,Q9BTY2
10031,Q8NBV4
10032,Q9BRR6
10033,Q9BU64
10034,Q9Y289
10035,Q13085
10036,P56524
10037,Q9Y664
10038,Q99828
10039,O43172
10040,P26639
10041,Q8TDH9
10042,Q8N371
10043,P62879
10044,Q8TD10
10045,Q8WV22
10046,Q99643
10047,Q15436
10048,A6NH11
10049,O14562
10050,O75324
10051,Q8WV99
10052,Q8N6M9
10053,P40617
10054,Q86XX4
10055,Q9NUM4
10056,Q8N201
10057,Q9BT73
10058,P12429
10059,O75496
10060,P12645
10061,Q96BN8
10062,Q9NUU6
10063,P68402
10064,Q9Y5X5
10065,Q49A26
10066,P55327
10067,Q8ND24
10068,Q9NY64
10069,Q96CF2
10070,Q9ULX6
10071,P50748
10072,Q08170
10073,Q7Z7L7
10074,P0CW18
10075,Q9NRX3
10076,Q9HA92
10077,P84074
10078,Q9BXI3
10079,P53999
10080,Q0VAM2
10081,Q13188
10082,P17342
10083,P20290
10084,P52758
10085,Q96C36
10086,P32322
10087,Q92791
10088,Q9BSA9
10089,Q8TEB1
10090,O95865
10091,Q5GH70
10092,P14550
10093,Q8IV01
10094,Q9NUL3
10095,Q9BVS4
10096,Q15257
10097,P43155
10098,Q9H6R4
10099,Q92503
10100,Q9HA47
10101,Q8IVU3
10102,Q9HA64
10103,Q9H479
10104,O15066
10105,Q8N539
10106,Q96EC8
10107,O75947
10108,A6NI61
10109,Q9Y2X9
10110,Q9Y2B2
10111,Q7Z5L0
10112,P81274
10113,Q9Y266
10114,Q6ZNC4
10115,O14497
10116,Q8WUS8
10117,Q8TB40
10118,Q9NR19
10119,P49959
10120,Q9Y4W2
10121,Q9H2F3
10122,P08559
10123,Q8IZ69
10124,Q96A29
10125,Q9H0E2
10126,Q9Y3Y4
10127,O75608
10128,Q9ULG6
10129,Q9NZC4
10130,Q5T9C2
10131,Q9Y2K6
10132,Q8TCF1
10133,Q9UQ84
10134,O96015
10135,Q14694
10136,Q16186
10137,P61803
10138,Q13227
10139,Q16560
10140,O43181
10141,Q8IYD1
10142,P15170
10143,P53779
10144,Q6P996
10145,Q9UIF9
10146,Q9NP81
10147,Q12768
10148,Q9Y2D0
10149,P35218
10150,Q8TBB5
10151,P58418
10152,Q9NYS0
10153,Q8IYW5
10154,O00299
10155,Q9H6W3
10156,Q9H0D6
10157,P31639
10158,P40429
10159,Q92993
10160,O60437
10161,Q9Y3D8
10162,P30043
10163,Q7Z5A8
10164,Q9UHL4
10165,Q6P9F0
10166,A6NHC0
10167,Q8NCP5
10168,Q96GY0
10169,Q9UPY6
10170,Q9UEE9
10171,Q8WWV6
10172,Q8TE58
10173,P17213
10174,P18428
10175,P49755
10176,O75746
10177,Q8WTW3
10178,Q9P000
10179,Q8N138
10180,Q92567
10181,Q14353
10182,Q96D53
10183,Q86VD7
10184,P46977
10185,Q14CZ7
10186,O95455
10187,Q96DZ1
10188,Q9H9F9
10189,Q99501
10190,Q9BV44
10191,Q50LG9
10192,P52739
10193,P42696
10194,Q5HYK7
10195,O60268
10196,Q9UPW5
10197,Q13303
10198,Q6ICG6
10199,Q07864
10200,Q53EZ4
10201,P60059
10202,P47756
10203,Q16181
10204,Q96MK3
10205,Q96LD4
10206,P31321
10207,P34059
10208,O43916
10209,O75808
10210,Q7Z422
10211,Q6UW78
10212,Q9UQ26
10213,Q76B58
10214,Q9UKB1
10215,Q9HBL7
10216,Q9BWW7
10217,P23434
10218,Q9H7L9
10219,Q9NPD3
10220,P49703
10221,Q6ZNC8
10222,Q8TAV3
10223,Q9NQ48
10224,P31930
10225,Q9UI30
10226,Q6ZWL3
10227,O75192
10228,P14618
10229,Q9BW11
10230,Q06609
10231,P15036
10232,Q12872
10233,P0C1Z6
10234,Q6IEG0
10235,Q96KP1
10236,Q86UE8
10237,Q9BU89
10238,Q92995
10239,Q58A45
10240,Q08752
10241,Q96K76
10242,P13995
10243,Q9NPC2
10244,Q9NRP0
10245,Q9H9E1
10246,P82650
10247,Q8WYR1
10248,Q5T8A7
10249,Q9NVM1
10250,Q8NF64
10251,Q8WVY7
10252,Q6WCQ1
10253,Q15738
10254,O60733
10255,Q16514
10256,Q8WU76
10257,Q9H4A4
10258,Q8WXA3
10259,Q9H019
10260,Q9NS00
10261,A8MYP8
10262,Q96PU9
10263,Q53GA4
10264,Q6ZUI0
10265,Q9H5V7
10266,Q16719
10267,Q9Y314
10268,Q14201
10269,Q96NY8
10270,P19387
10271,Q9UJQ7
10272,Q15388
10273,Q15650
10274,Q5EBL8
10275,O95081
10276,Q70HW3
10277,P49354
10278,Q8TF01
10279,Q96MU7
10280,Q9BQI3
10281,Q16891
10282,P61970
10283,A6NDY0
10284,Q86TD4
10285,Q6FI81
10286,O95995
10287,Q14164
10288,Q96RQ3
10289,Q9NX18
10290,P01730
10291,P56377
10292,O43169
10293,Q86X29
10294,Q9BQI4
10295,Q92782
10296,Q9UBK7
10297,Q96NB2
10298,Q8TE68
10299,Q15800
10300,Q15233
10301,Q8WTW4
10302,Q8IY26
10303,Q5SV17
10304,O95168
10305,Q96CV9
10306,O43924
10307,Q6DHV7
10308,Q5SVS4
10309,O95258
10310,Q96LT4
10311,Q6P2S7
10312,O94842
10313,Q8WV60
10314,P05204
10315,P24310
10316,Q5GH76
10317,Q8NEM2
10318,Q7RTY1
10319,Q96BR1
10320,P51809
10321,Q9NRD1
10322,P11117
10323,P36776
10324,Q9BTY7
10325,P51790
10326,Q9H7Z7
10327,Q16644
10328,Q13153
10329,Q15024
10330,O75044
10331,Q494V2
10332,Q8TAT5
10333,Q9BVW5
10334,Q7Z5L7
10335,Q5TCX8
10336,P23280
10337,O60762
10338,O94777
10339,P52789
10340,Q5JTZ9
10341,P41240
10342,O43745
10343,Q13148
10344,Q29RF7
10345,Q99595
10346,O15164
10347,Q01780
10348,P20292
10349,Q8N5M1
10350,Q9H777
10351,Q49A88
10352,Q8N0Z6
10353,P11182
10354,Q92947
10355,Q16254
10356,Q96EY7
10357,Q8N4T4
10358,Q8TF46
10359,Q6ZN44
10360,Q8NFY9
10361,Q96GG9
10362,Q9UNP9
10363,P06733
10364,Q5T953
10365,Q86YD1
10366,Q71SY5
10367,Q8IWE2
10368,Q58F21
10369,P62333
10370,Q6YHU6
10371,Q9H8T0
10372,P98173
10373,Q9H237
10374,Q14258
10375,Q15326
10376,Q3MHD2
10377,O94804
10378,Q9NQ84
10379,Q9UM01
10380,Q8IWS0
10381,Q12906
10382,Q86YS7
10383,Q8WXX5
10384,Q5VSL9
10385,Q5T3F8
10386,P62316
10387,Q7Z591
10388,P04183
10389,O75865
10390,Q9HB21
10391,Q6TCH7
10392,O94898
10393,O43934
10394,P22736
10395,Q8IYN6
10396,P18846
10397,Q9UNK0
10398,Q9H7H0
10399,O75475
10400,Q9ULA0
10401,Q6PF18
10402,O96020
10403,Q92870
10404,Q8IZP9
10405,Q9H5K3
10406,Q96M98
10407,Q9Y2Z0
10408,O43827
10409,Q99638
10410,P09131
10411,Q96RQ1
10412,Q8IY81
10413,O15372
10414,A6PVS8
10415,Q9NZ45
10416,Q9Y467
10417,Q9H6U6
10418,P00367
10419,Q9NUQ7
10420,P19367
10421,Q8N7H5
10422,O60313
10423,Q9HCH0
10424,Q9H6Q3
10425,Q8TAP4
10426,Q9H9Y6
10427,P55291
10428,Q12931
10429,Q13829
10430,Q9BWM7
10431,Q8NAV1
10432,Q9BW60
10433,Q9NV64
10434,Q14565
10435,Q15398
10436,Q86XI6
10437,P53609
10438,Q13200
10439,Q8N8Q1
10440,Q96HF1
10441,P09917
10442,Q8IVW8
10443,Q9P258
10444,Q8N511
10445,Q9BYX2
10446,Q92502
10447,P82094
10448,Q969H0
10449,Q86UA1
10450,Q9H299
10451,Q32MQ0
10452,Q9H0H0
10453,Q92896
10454,O94929
10455,P51812
10456,A2PYH4
10457,Q01658
10458,Q9Y3D0
10459,P12955
10460,Q96DF8
10461,P10620
10462,Q8IVH4
10463,Q9Y2N7
10464,Q9H0R8
10465,Q96DE0
10466,A6NFA1
10467,O15259
10468,O60232
10469,O95271
10470,Q9GZS1
10471,Q9Y216
10472,Q9Y3D7
10473,O96005
10474,P62253
10475,Q8WXI3
10476,P29803
10477,Q00688
10478,Q9UIK4
10479,Q93079
10480,Q96A08
10481,Q96E09
10482,Q0PNE2
10483,Q9BR26
10484,P52756
10485,Q969Z4
10486,P54886
10487,O75312
10488,P43351
10489,Q8NFU7
10490,O00170
10491,Q9UBM1
10492,Q96HH9
10493,Q6IBS0
10494,Q96C23
10495,Q9H4P4
10496,Q3KR37
10497,Q8WUJ1
10498,Q8WWL7
10499,Q08623
10500,Q9BTM9
10501,P08294
10502,Q14511
10503,Q9Y2W1
10504,Q8TCE6
10505,P13686
10506,P47224
10507,O75956
10508,Q24JP5
10509,Q9Y535
10510,O95677
10511,P50336
10512,P20849
10513,Q8IYB8
10514,P48728
10515,P35247
10516,Q9Y303
10517,Q9UNL2
10518,Q9Y4R8
10519,Q96AG4
10520,Q9UJT0
10521,Q969R5
10522,Q01581
10523,Q14141
10524,P16401
10525,P10412
10526,P16402
10527,Q13438
10528,Q8WVB6
10529,Q6PCB6
10530,Q8N2I9
10531,Q92569
10532,P32926
10533,Q14126
10534,Q86SJ6
10535,Q9NUE0
10536,Q8NEH6
10537,P09960
10538,Q2TAL8
10539,P09543
10540,Q9Y573
10541,Q9UIV1
10542,Q8TF61
10543,Q8N205
10544,Q8TF50
10545,Q8NDX6
10546,Q8N6M3
10547,Q9BVC4
10548,Q13326
10549,P60002
10550,Q9H4L7
10551,Q96DD0
10552,P11473
10553,Q6ZN54
10554,Q5T4B2
10555,Q96QR8
10556,Q6VN20
10557,Q9NQW8
10558,A6NKC9
10559,Q99856
10560,Q8N163
10561,Q70Z53
10562,Q8TAM2
10563,Q8N4N3
10564,Q96BQ1
10565,Q9UKS6
10566,Q8WTV1
10567,Q6P9H4
10568,Q99497
10569,Q9Y2G3
10570,Q9NZ52
10571,Q92633
10572,O95249
10573,Q9Y3T9
10574,Q9NY47
10575,Q03167
10576,Q6UXI7
10577,P29084
10578,Q9UHQ1
10579,O75131
10580,Q96H35
10581,O60229
10582,Q5SWH9
10583,O00462
10584,Q8NB49
10585,Q92793
10586,Q8WWN9
10587,Q676U5
10588,Q9UJG1
10589,Q9NYG5
10590,Q96A46
10591,O43513
10592,O14979
10593,Q6PHR2
10594,Q96NY9
10595,Q9H9L7
10596,Q9NZL4
10597,Q2PPJ7
10598,Q8WUA2
10599,Q8NBS3
10600,Q99808
10601,O15303
10602,O43688
10603,Q9UKA8
10604,Q6ICL7
10605,P17600
10606,Q14669
10607,P30048
10608,P51116
10609,Q92966
10610,Q05BQ5
10611,Q03060
10612,O75534
10613,P41970
10614,O94964
10615,Q96EY4
10616,P49321
10617,Q9P2N2
10618,Q13526
10619,Q9P1Q0
10620,Q8N5S9
10621,Q9NRC8
10622,Q92887
10623,A0PJZ3
10624,Q9BQE9
10625,P30519
10626,Q5TB80
10627,Q9BTE7
10628,P05165
10629,O15231
10630,Q00403
10631,Q8N336
10632,Q9Y6N1
10633,Q9NVX7
10634,Q8WTV0
10635,Q9Y4P3
10636,P08708
10637,Q01538
10638,Q7Z7C8
10639,Q9P0K7
10640,P05114
10641,O75884
10642,O75354
10643,P53985
10644,P38606
10645,P49588
10646,Q9GZZ1
10647,Q9P272
10648,Q8WZ82
10649,Q8TD20
10650,Q5VUA4
10651,Q9NNZ3
10652,Q07889
10653,Q9UHY7
10654,P30533
10655,Q5TB30
10656,Q5VZ52
10657,Q9UL12
10658,Q8IW35
10659,Q12887
10660,Q86T96
10661,Q92565
10662,Q9H6T0
10663,O95248
10664,Q9C0A0
10665,Q6PGQ7
10666,Q4G0U5
10667,P28562
10668,Q96T37
10669,Q96T58
10670,Q8NI22
10671,P28330
10672,P0C2W1
10673,Q8N183
10674,Q99871
10675,Q8N3G9
10676,Q6TDP4
10677,Q8TAC2
10678,O95793
10679,Q8N3H0
10680,P78406
10681,Q5VIR6
10682,P14384
10683,Q13216
10684,A1L4H1
10685,Q8IYS5
10686,B6A8C7
10687,Q9NV35
10688,Q9BXW6
10689,O75970
10690,Q9BTX7
10691,Q9Y3E5
10692,Q9H9L3
10693,O75396
10694,Q6P2E9
10695,O43615
10696,Q92796
10697,O15239
10698,P38935
10699,Q9P0L0
10700,P15529
10701,Q6ZWJ8
10702,Q9Y520
10703,P35609
10704,Q9BXF3
10705,Q9H2X6
10706,P18621
10707,Q86XH1
10708,A0A1B0GVZ9
10709,Q9NRS6
10710,O94826
10711,Q15386
10712,P53634
10713,P09496
10714,Q9Y3T6
10715,Q13619
10716,P50542
10717,Q96PM5
10718,Q9NXR1
10719,Q9H967
10720,Q9NYH9
10721,Q8N584
10722,Q8NG11
10723,Q96P70
10724,Q9Y271
10725,O00398
10726,O60284
10727,Q9NVE7
10728,Q9Y450
10729,Q6UB28
10730,Q86VX2
10731,Q8NBK3
10732,Q9NSN8
10733,Q8WV24
10734,O43291
10735,P49770
10736,P12532
10737,Q9H9Y2
10738,Q9Y4X5
10739,Q76G19
10740,Q14CX5
10741,Q14257
10742,Q9H1D9
10743,Q9NVP4
10744,O43542
10745,Q13822
10746,Q8WWM7
10747,Q969L2
10748,Q01804
10749,Q8WUD4
10750,Q9BR01
10751,Q96DC8
10752,O60658
10753,A1L3X0
10754,P22003
10755,O43707
10756,Q6UXD7
10757,Q9Y6W3
10758,Q9NVR5
10759,Q96MF2
10760,O15304
10761,Q9UBT2
10762,O60759
10763,Q9NYV6
10764,Q9H4X1
10765,O60519
10766,P40123
10767,Q9BRU9
10768,Q96HR3
10769,Q8IWU4
10770,Q14061
10771,A6NK06
10772,Q9H875
10773,Q6UWY0
10774,Q5UIP0
10775,Q8WU10
10776,Q8N8X9
10777,Q4KMQ1
10778,Q9Y689
10779,P20585
10780,Q96E35
10781,P56746
10782,Q92556
10783,O94768
10784,Q9UIQ6
10785,O14645
10786,Q9HC77
10787,Q5TBB1
10788,A0ZSE6
10789,Q10713
10790,P14866
10791,Q16706
10792,Q9NRN9
10793,Q9UG56
10794,P59282
10795,Q9NS15
10796,Q96LI5
10797,Q8NCC3
10798,Q9Y6U3
10799,P20701
10800,Q6ZMB5
10801,A8K979
10802,Q9NSY1
10803,Q9GZN7
10804,Q9P2G9
10805,Q8N9B5
10806,Q6PID6
10807,Q9P2K1
10808,Q13636
10809,Q8TCD6
10810,Q05932
10811,P47813
10812,Q6UWE0
10813,Q641Q3
10814,P35637
10815,Q96MA6
10816,Q8WYQ9
10817,Q9NRF9
10818,Q7L1I2
10819,Q9BV68
10820,Q9NQZ6
10821,P49802
10822,P82675
10823,Q9BYV8
10824,Q9NSI6
10825,O60645
10826,Q9P015
10827,O75844
10828,O95400
10829,Q8WXU2
10830,Q14244
10831,Q96A59
10832,Q8IYK8
10833,Q9BSR8
10834,Q9P013
10835,Q8WXH2
10836,Q8NHH1
10837,O95905
10838,Q86UR1
10839,P62910
10840,Q7Z429
10841,Q9NXC5
10842,Q9H9Y4
10843,P46781
10844,Q96JJ3
10845,P61925
10846,P18848
10847,P23677
10848,Q96MX0
10849,P46778
10850,Q9H3S4
10851,O43747
10852,Q5VV42
10853,O75528
10854,Q96EL2
10855,Q86Y34
10856,Q8IZF4
10857,Q9UJW9
10858,Q9UHV2
10859,Q9P218
10860,Q9NQQ7
10861,P40938
10862,Q96BD6
10863,Q8WZ73
10864,Q49AH0
10865,O00488
10866,Q99633
10867,Q8WUN7
10868,Q96CA5
10869,Q9HC38
10870,Q15027
10871,Q4G0N4
10872,Q8TCX1
10873,Q9H0Y0
10874,O60688
10875,Q5UAW9
10876,Q9UKA2
10877,O94979
10878,A6NGE7
10879,Q9H0F7
10880,Q92665
10881,Q4G112
10882,Q86V87
10883,Q86XD8
10884,Q9UM00
10885,Q6PI25
10886,Q6DKJ4
10887,Q8N6S4
10888,Q9UKM7
10889,O14548
10890,P17538
10891,Q86TL2
10892,Q9NW08
10893,Q17RY0
10894,Q969Y2
10895,Q9P260
10896,Q9BW83
10897,Q9Y421
10898,Q14693
10899,Q8IVE3
10900,Q9NZJ6
10901,Q01968
10902,Q9UL62
10903,Q9UKU7
10904,P49069
10905,Q9GZR1
10906,Q9BTC8
10907,Q9BYV1
10908,Q96JN0
10909,O95202
10910,P36405
10911,Q6RFH5
10912,Q5F1R6
10913,P36957
10914,Q8TF66
10915,Q7L014
10916,Q53GD3
10917,O75208
10918,Q9UBR1
10919,P56199
10920,Q9BXJ1
10921,Q9NTX5
10922,Q9H0A6
10923,Q8N9F0
10924,Q13011
10925,Q86X76
10926,Q969T3
10927,P48637
10928,P15822
10929,Q13309
10930,Q8IY92
10931,O95858
10932,Q6NSI4
10933,Q6P1A2
10934,Q8N6C5
10935,Q9H9P2
10936,Q8NHS3
10937,Q13214
10938,P62070
10939,Q8IUH4
10940,Q8NC60
10941,P47974
10942,Q8IVD9
10943,Q86VI1
10944,Q7L5Y6
10945,Q9P0U4
10946,Q9H3P2
10947,Q05DH4
10948,Q9BWH2
10949,Q96F07
10950,Q53G59
10951,Q9HCK8
10952,Q8NE86
10953,Q96ES7
10954,O60725
10955,P11309
10956,Q9UJT1
10957,P30041
10958,Q9UNH6
10959,Q9Y388
10960,Q99426
10961,Q8N5C7
10962,Q9H9L4
10963,O75940
10964,Q8N118
10965,P13584
10966,Q3SX64
10967,Q7Z4N8
10968,Q8WVJ2
10969,Q9BRJ2
10970,P12235
10971,P48454
10972,Q9H981
10973,Q5EBL4
10974,Q8NE62
10975,Q9Y4C2
10976,Q6UX71
10977,P58872
10978,Q9NYR9
10979,O95257
10980,Q96ED9
10981,P46926
10982,P43251
10983,Q9BVA0
10984,O75936
10985,P20933
10986,Q96IY4
10987,Q96DB2
10988,Q5VYJ5
10989,O15393
10990,Q86VQ0
10991,Q99615
10992,Q9BRY0
10993,Q7RTU9
10994,Q9H607
10995,Q5JSS6
10996,Q9P2B7
10997,A2AJT9
10998,O95490
10999,P43686
11000,P53370
11001,Q9Y2V7
11002,Q14493
11003,P45974
11004,O43889
11005,Q15070
11006,Q14154
11007,Q9BRX9
11008,A6NI28
11009,Q52LJ0
11010,Q96GD3
11011,Q8TCA0
11012,Q9C0F3
11013,Q86W42
11014,Q8WW59
11015,Q9GZT4
11016,P56750
11017,Q9BSG5
11018,Q8TAT6
11019,Q8N9F7
11020,Q8TF17
11021,P41220
11022,P00966
11023,Q9BT67
11024,O95822
11025,Q63HM1
11026,Q6NT32
11027,Q5XG92
11028,Q8IVJ1
11029,P00492
11030,Q5T200
11031,P55042
11032,Q9H6S1
11033,Q9Y5K5
11034,Q16772
11035,Q9Y3A4
11036,Q96BH1
11037,Q6QEF8
11038,Q9UBI4
11039,P12694
11040,Q8IX21
11041,Q2NKQ1
11042,Q8N4Q1
11043,Q8N412
11044,Q9Y2R9
11045,Q9NX46
11046,Q7Z7K0
11047,Q8TBE9
11048,Q9HAN9
11049,Q9H160
11050,Q8WWT9
11051,Q6ZMU5
11052,Q9H7Z6
11053,O76003
11054,Q7Z406
11055,P55145
11056,P30046
11057,O15269
11058,Q9Y2B1
11059,O15033
11060,P36873
11061,P57737
11062,P16930
11063,Q567V2
11064,Q14722
11065,Q9UP65
11066,P36404
11067,Q9Y262
11068,Q96C45
11069,O95707
11070,P17735
11071,Q96EY1
11072,Q8NC51
11073,P53582
11074,Q96JC9
11075,Q86UZ6
11076,Q96QP1
11077,O75838
11078,A9UHW6
11079,Q96S99
11080,Q9NX07
11081,Q99805
11082,P78333
11083,P41227
11084,Q9BSU3
11085,P07951
11086,P55735
11087,Q9H633
11088,Q9NUY8
11089,Q9UJM3
11090,Q01151
11091,Q8IUR5
11092,Q14103
11093,Q96E11
11094,Q4ZJI4
11095,Q86UD5
11096,Q96Q80
11097,Q8NDT2
11098,Q99999
11099,Q9NZL6
11100,O75530
11101,Q8IZR5
11102,P46060
11103,Q8N3C7
11104,O75251
11105,Q9HCP0
11106,Q9NXL2
11107,Q13356
11108,Q9UIJ5
11109,P67812
11110,Q8N7M0
11111,Q9BRF8
11112,P62891
11113,P07237
11114,Q9NY43
11115,Q9NPG8
11116,Q969E2
11117,Q8IXN7
11118,Q9ULI2
11119,P08567
11120,Q9UMX9
11121,Q16270
11122,Q9H2L4
11123,Q9UIG0
11124,Q16760
11125,Q9BW27
11126,Q7L1W4
11127,Q5JSJ4
11128,P58294
11129,P33121
11130,Q9Y2D4
11131,O00124
11132,Q9H204
11133,Q9NR12
11134,P62277
11135,Q96QE5
11136,Q9NWU5
11137,P61956
11138,Q15014
11139,Q9UBU8
11140,O14832
11141,Q92830
11142,Q9HB90
11143,Q6ZNA5
11144,Q9UBM8
11145,O95292
11146,Q96GE9
11147,Q53EL6
11148,Q6UXH1
11149,P61254
11150,Q9NV31
11151,Q6P050
11152,O15374
11153,Q5TGZ0
11154,Q9NS98
11155,O14662
11156,Q68D10
11157,Q5TCQ9
11158,O95347
11159,Q16513
11160,Q86YC3
11161,Q3KR16
11162,P83369
11163,O75478
11164,P27635
11165,Q96L21
11166,O43237
11167,Q96G46
11168,Q96S86
11169,Q9Y223
11170,Q86VB7
11171,Q9UNZ2
11172,Q9Y3A2
11173,Q8WWF6
11174,O15379
11175,Q969Q1
11176,O76062
11177,Q13643
11178,Q9BTT6
11179,Q9H2P9
11180,Q6UXK2
11181,Q9NUL7
11182,Q8N1F8
11183,Q8TDW0
11184,Q9UJZ1
11185,Q9UHG3
11186,Q14512
11187,O75882
11188,Q8NG04
11189,Q68G75
11190,Q9Y6M9
11191,Q9UQE7
11192,P30101
11193,Q9Y3Q3
11194,P47736
11195,Q96C01
11196,Q9Y2Q0
11197,P61218
11198,Q6PJP8
11199,Q9BXU1
11200,Q96G25
11201,Q96F25
11202,Q96MG8
11203,Q6RW13
11204,Q15654
11205,Q8N1B3
11206,O95801
11207,O96017
11208,Q5VTH9
11209,Q7Z6G3
11210,Q9H222
11211,Q14914
11212,O43766
11213,Q5VY09
