Unnamed: 0,Protein1_ID,class,IAV Segment,IAV Strain
13060,Q93073,Human,,
13061,A1L190,Human,,
13062,O75643,Human,,
13063,Q1KMD3,Human,,
13064,Q13972,Human,,
13065,Q9NVA4,Human,,
13066,Q9UKD1,Human,,
13067,Q9UK96,Human,,
13068,Q86V20,Human,,
13069,Q6ZVZ8,Human,,
13070,Q9H2S1,Human,,
13071,Q9NXC2,Human,,
13072,Q2TAZ0,Human,,
13073,Q8TE49,Human,,
13074,Q6PIU1,Human,,
13075,P81408,Human,,
13076,Q86X95,Human,,
13077,Q92835,Human,,
13078,P52798,Human,,
13079,P18858,Human,,
13080,O95479,Human,,
13081,Q9H7Y0,Human,,
13082,Q99619,Human,,
13083,Q86XR5,Human,,
13084,Q9UGQ2,Human,,
13085,Q8NBA8,Human,,
13086,Q15345,Human,,
13087,O95948,Human,,
13088,O00194,Human,,
13089,O76021,Human,,
13090,Q15527,Human,,
13091,Q9BTA0,Human,,
13092,Q8NHR9,Human,,
13093,Q96MD7,Human,,
13094,A0PJX8,Human,,
13095,Q5VX52,Human,,
13096,Q9NYJ1,Human,,
13097,Q9BZJ7,Human,,
13098,P49441,Human,,
13099,Q9BQ15,Human,,
13100,A6NIN4,Human,,
13101,P17813,Human,,
13102,P28676,Human,,
13103,Q96LW7,Human,,
13104,Q68DC2,Human,,
13105,O76038,Human,,
13106,A6NFE3,Human,,
13107,Q8N6T3,Human,,
13108,Q96K31,Human,,
13109,Q9NWZ8,Human,,
13110,Q6P3W7,Human,,
13111,Q8N999,Human,,
13112,Q96DM3,Human,,
13113,Q86UD0,Human,,
13114,Q86VG3,Human,,
13115,Q5T481,Human,,
13116,Q1XH10,Human,,
13117,Q14542,Human,,
13118,Q9H6R7,Human,,
13119,Q5TYM5,Human,,
13120,Q4U2R6,Human,,
13121,O15243,Human,,
13122,Q5TAT6,Human,,
13123,Q9HCU8,Human,,
13124,Q9BW66,Human,,
13125,Q8TCC3,Human,,
13126,Q01459,Human,,
13127,Q9Y530,Human,,
13128,Q9H9H4,Human,,
13129,Q8N8F6,Human,,
13130,Q9BWL3,Human,,
13131,Q9NZ20,Human,,
13132,O60749,Human,,
13133,Q9UNZ5,Human,,
13134,Q71UM5,Human,,
13135,Q7RTU4,Human,,
13136,Q8NC24,Human,,
13137,Q8N8I0,Human,,
13138,A4QMS7,Human,,
13139,Q9H4M7,Human,,
13140,Q6NS38,Human,,
13141,Q13405,Human,,
13142,Q9GZS9,Human,,
13143,Q8WUY8,Human,,
13144,Q1RMZ1,Human,,
13145,Q5JPH6,Human,,
13146,Q96HJ3,Human,,
13147,Q14681,Human,,
13148,Q96NT3,Human,,
13149,Q96T60,Human,,
13150,Q15506,Human,,
13151,Q8N8R5,Human,,
13152,P43897,Human,,
13153,P21128,Human,,
13154,Q9BU61,Human,,
13155,Q86XR8,Human,,
13156,Q9Y4G2,Human,,
13157,Q8NHP8,Human,,
13158,Q9BR09,Human,,
13159,O14545,Human,,
13160,Q96PV6,Human,,
13161,Q6ZVT6,Human,,
13162,Q96SZ6,Human,,
13163,P14207,Human,,
13164,P15328,Human,,
13165,A6ND01,Human,,
13166,Q9H1C7,Human,,
13167,Q5U5X0,Human,,
13168,Q96FZ2,Human,,
13169,Q6PCB8,Human,,
13170,Q8NA23,Human,,
13171,Q86Y22,Human,,
13172,P0DH78,Human,,
13173,Q69YH5,Human,,
13174,P16410,Human,,
13175,Q96T66,Human,,
13176,P27816,Human,,
13177,Q8IWE4,Human,,
13178,Q9NPG3,Human,,
13179,P61513,Human,,
13180,Q99489,Human,,
13181,Q9UK22,Human,,
13182,Q9NRR3,Human,,
13183,Q9H5U6,Human,,
13184,Q05215,Human,,
13185,Q9UJQ1,Human,,
13186,Q8IVQ6,Human,,
13187,Q9NSG2,Human,,
13188,O43741,Human,,
13189,Q96GD0,Human,,
13190,Q6P1Q0,Human,,
13191,Q96B77,Human,,
13192,Q9H3Y6,Human,,
13193,Q9H1X3,Human,,
13194,Q9H0I2,Human,,
13195,Q96FV3,Human,,
13196,P0C263,Human,,
13197,Q01954,Human,,
13198,O43283,Human,,
13199,O60711,Human,,
13200,Q9UBZ9,Human,,
13201,Q9P278,Human,,
13202,Q96JP5,Human,,
13203,Q8TCI5,Human,,
13204,O95568,Human,,
13205,Q8IV53,Human,,
13206,Q8TF76,Human,,
13207,A5PKW4,Human,,
13208,Q14183,Human,,
13209,Q9H6A9,Human,,
13210,A6NC05,Human,,
13211,P52735,Human,,
13212,Q9H9V4,Human,,
13213,O15235,Human,,
13214,Q5U4P2,Human,,
13215,Q96Q04,Human,,
13216,Q8NA56,Human,,
13217,Q9H2S9,Human,,
13218,P04217,Human,,
13219,U3KPV4,Human,,
13220,Q9NPC4,Human,,
13221,Q9UNA3,Human,,
13222,Q9UBJ2,Human,,
13223,Q96SE0,Human,,
13224,Q9H3Z7,Human,,
13225,Q8WTS1,Human,,
13226,P16442,Human,,
13227,Q6JQN1,Human,,
13228,Q4AC99,Human,,
13229,Q8WYK0,Human,,
13230,Q99424,Human,,
13231,P15309,Human,,
13232,Q9BZG2,Human,,
13233,Q8NEB7,Human,,
13234,P26436,Human,,
13235,Q08AH1,Human,,
13236,P0C7M7,Human,,
13237,Q6NUN0,Human,,
13238,Q562R1,Human,,
13239,P63267,Human,,
13240,Q5JWF8,Human,,
13241,Q9Y615,Human,,
13242,Q9Y614,Human,,
13243,Q8TC94,Human,,
13244,P61163,Human,,
13245,Q8TDG2,Human,,
13246,Q8TDY3,Human,,
13247,Q9BYD9,Human,,
13248,Q8NER5,Human,,
13249,Q9Y3Q7,Human,,
13250,Q99965,Human,,
13251,Q9UKJ8,Human,,
13252,Q9UKF5,Human,,
13253,Q8TC27,Human,,
13254,Q6NVV9,Human,,
13255,Q8TE57,Human,,
13256,Q8TE59,Human,,
13257,O75173,Human,,
13258,Q9UNA0,Human,,
13259,Q9UKP4,Human,,
13260,Q8N6G6,Human,,
13261,Q96PN6,Human,,
13262,Q8NFM4,Human,,
13263,Q0VDE8,Human,,
13264,Q8WTP8,Human,,
13265,P43652,Human,,
13266,P02771,Human,,
13267,Q96MI9,Human,,
13268,Q8NEM8,Human,,
13269,Q15109,Human,,
13270,O15120,Human,,
13271,Q719I0,Human,,
13272,Q9NZD4,Human,,
13273,P55008,Human,,
13274,Q96NN9,Human,,
13275,O14862,Human,,
13276,P0CW23,Human,,
13277,O75969,Human,,
13278,Q5JQC9,Human,,
13279,P24588,Human,,
13280,O43823,Human,,
13281,P51857,Human,,
13282,Q96JD6,Human,,
13283,P02768,Human,,
13284,P30837,Human,,
13285,Q60I27,Human,,
13286,Q9NP70,Human,,
13287,Q99217,Human,,
13288,Q16671,Human,,
13289,Q86SJ2,Human,,
13290,Q6DCA0,Human,,
13291,Q6UX39,Human,,
13292,Q400G9,Human,,
13293,Q86W34,Human,,
13294,O75179,Human,,
13295,Q86SG2,Human,,
13296,Q8N7Z5,Human,,
13297,Q8N9B4,Human,,
13298,A6NGH8,Human,,
13299,C9JTQ0,Human,,
13300,Q92527,Human,,
13301,A6NFN9,Human,,
13302,Q32M45,Human,,
13303,Q9UJ72,Human,,
13304,P20073,Human,,
13305,P13928,Human,,
13306,P28039,Human,,
13307,O94973,Human,,
13308,Q13367,Human,,
13309,Q92572,Human,,
13310,Q8J025,Human,,
13311,Q96BI3,Human,,
13312,Q6Q788,Human,,
13313,P41238,Human,,
13314,Q8WW27,Human,,
13315,P02656,Human,,
13316,P55056,Human,,
13317,P41181,Human,,
13318,P55064,Human,,
13319,Q13520,Human,,
13320,Q7LC44,Human,,
13321,P18085,Human,,
13322,Q9UNA1,Human,,
13323,Q5TG30,Human,,
13324,O43182,Human,,
13325,P85298,Human,,
13326,P0DKL9,Human,,
13327,Q5T9G4,Human,,
13328,Q7Z3E5,Human,,
13329,Q6P1M9,Human,,
13330,Q7L4S7,Human,,
13331,Q86TY3,Human,,
13332,Q8NCT1,Human,,
13333,A6NEK1,Human,,
13334,Q13508,Human,,
13335,Q5T4W7,Human,,
13336,Q8WXJ9,Human,,
13337,Q96DX5,Human,,
13338,Q9NQ33,Human,,
13339,Q9NY37,Human,,
13340,Q53RT3,Human,,
13341,O75129,Human,,
13342,Q9C0F0,Human,,
13343,P54707,Human,,
13344,Q4VNC1,Human,,
13345,Q4VNC0,Human,,
13346,Q13733,Human,,
13347,O75185,Human,,
13348,P20648,Human,,
13349,P51164,Human,,
13350,Q06055,Human,,
13351,Q9HBG4,Human,,
13352,Q8N8Y2,Human,,
13353,P15313,Human,,
13354,A0A1B0GUX0,Human,,
13355,O95670,Human,,
13356,Q96LB4,Human,,
13357,O75110,Human,,
13358,O15265,Human,,
13359,Q9H7T9,Human,,
13360,Q58HT5,Human,,
13361,Q6E213,Human,,
13362,P30530,Human,,
13363,Q96A70,Human,,
13364,O75752,Human,,
13365,Q9C0J1,Human,,
13366,Q6ZMB0,Human,,
13367,Q14032,Human,,
13368,Q16611,Human,,
13369,Q9H503,Human,,
13370,Q8NDB2,Human,,
13371,Q8N1L9,Human,,
13372,Q8WY36,Human,,
13373,O75363,Human,,
13374,P06276,Human,,
13375,Q16548,Human,,
13376,Q9BZR8,Human,,
13377,Q5TBC7,Human,,
13378,Q92843,Human,,
13379,Q8WUZ0,Human,,
13380,Q9NYF8,Human,,
13381,Q6ZU67,Human,,
13382,Q8N1M1,Human,,
13383,Q9HBH7,Human,,
13384,Q00994,Human,,
13385,Q12934,Human,,
13386,Q13323,Human,,
13387,P51813,Human,,
13388,P0C671,Human,,
13389,Q8N9W6,Human,,
13390,Q96DR5,Human,,
13391,Q9BQP9,Human,,
13392,Q8TDL5,Human,,
13393,Q8N4F0,Human,,
13394,P59826,Human,,
13395,P59827,Human,,
13396,Q8NFQ5,Human,,
13397,Q8NFQ6,Human,,
13398,P38398,Human,,
13399,Q0VDD7,Human,,
13400,Q075Z2,Human,,
13401,Q10588,Human,,
13402,Q10589,Human,,
13403,Q9H0C5,Human,,
13404,B2RXH4,Human,,
13405,Q7Z6A9,Human,,
13406,Q13410,Human,,
13407,Q9UIR0,Human,,
13408,Q6UXG8,Human,,
13409,Q9Y297,Human,,
13410,Q5T681,Human,,
13411,Q8WW14,Human,,
13412,Q6UWK7,Human,,
13413,Q6IPW1,Human,,
13414,A6NJI1,Human,,
13415,Q3C1V1,Human,,
13416,C9JXX5,Human,,
13417,E9PRG8,Human,,
13418,Q5U649,Human,,
13419,A8MTZ7,Human,,
13420,Q8N912,Human,,
13421,Q8N1H7,Human,,
13422,Q9H972,Human,,
13423,A8K5M9,Human,,
13424,Q6UWD8,Human,,
13425,Q96GX8,Human,,
13426,Q6ZW13,Human,,
13427,A8MZG2,Human,,
13428,Q96LL3,Human,,
13429,A6NNT2,Human,,
13430,A8MU93,Human,,
13431,Q8WW18,Human,,
13432,Q2M2W7,Human,,
13433,Q86WR6,Human,,
13434,Q8N4C9,Human,,
13435,A8MV24,Human,,
13436,Q6UX52,Human,,
13437,Q8TCD1,Human,,
13438,A8MVS5,Human,,
13439,C9J6K1,Human,,
13440,Q5SVJ3,Human,,
13441,Q6ZSJ8,Human,,
13442,Q5JVX7,Human,,
13443,Q8NEQ5,Human,,
13444,Q5T7R7,Human,,
13445,Q8TAB5,Human,,
13446,Q8WWF1,Human,,
13447,Q9BUN1,Human,,
13448,Q8N0U7,Human,,
13449,Q9BXJ4,Human,,
13450,Q9BXJ2,Human,,
13451,Q9NZP8,Human,,
13452,Q9H1P6,Human,,
13453,Q9NYP8,Human,,
13454,Q9Y426,Human,,
13455,Q8TF44,Human,,
13456,A6NCS6,Human,,
13457,Q8N5S3,Human,,
13458,A8MZ97,Human,,
13459,A6NCI8,Human,,
13460,Q0P641,Human,,
13461,A6NN90,Human,,
13462,Q8ND61,Human,,
13463,Q5BVD1,Human,,
13464,Q6ZUJ4,Human,,
13465,F5H4A9,Human,,
13466,Q8IY42,Human,,
13467,Q8WVX3,Human,,
13468,Q96KX1,Human,,
13469,Q504U0,Human,,
13470,C9J302,Human,,
13471,Q6UWT4,Human,,
13472,Q569G3,Human,,
13473,A6NGY3,Human,,
13474,Q6UXA7,Human,,
13475,Q5TEZ5,Human,,
13476,Q7Z4U5,Human,,
13477,Q5I0X4,Human,,
13478,Q8N865,Human,,
13479,Q9BRJ6,Human,,
13480,Q96LL4,Human,,
13481,Q8NAV2,Human,,
13482,Q8NCR6,Human,,
13483,Q8IXQ3,Human,,
13484,O75493,Human,,
13485,Q9H8G2,Human,,
13486,Q96KC9,Human,,
13487,O75952,Human,,
13488,Q8TC20,Human,,
13489,Q5JW98,Human,,
13490,P27482,Human,,
13491,Q96RR4,Human,,
13492,P49913,Human,,
13493,Q9Y6Q1,Human,,
13494,Q96KX2,Human,,
13495,A5YM72,Human,,
13496,P31944,Human,,
13497,Q8NEC5,Human,,
13498,Q96P56,Human,,
13499,Q86XQ3,Human,,
13500,Q7RTX7,Human,,
13501,Q9H7T0,Human,,
13502,Q86XM0,Human,,
13503,Q969G5,Human,,
13504,P27352,Human,,
13505,Q8NA61,Human,,
13506,A6NI87,Human,,
13507,Q8WV48,Human,,
13508,Q8NEF3,Human,,
13509,Q8IYX3,Human,,
13510,Q5T0U0,Human,,
13511,Q96M89,Human,,
13512,Q8NCX0,Human,,
13513,A6NI56,Human,,
13514,Q5M9N0,Human,,
13515,P0C7I6,Human,,
13516,A6NGH7,Human,,
13517,Q5BJE1,Human,,
13518,A6NF36,Human,,
13519,Q52MB2,Human,,
13520,Q86UF4,Human,,
13521,A0A1B0GVG4,Human,,
13522,Q9NVL8,Human,,
13523,Q2M243,Human,,
13524,Q502W7,Human,,
13525,Q8NEL0,Human,,
13526,Q8IWA6,Human,,
13527,Q9H2F9,Human,,
13528,Q96M83,Human,,
13529,Q6NSX1,Human,,
13530,Q9H0W5,Human,,
13531,Q6ZN84,Human,,
13532,Q6ZUT6,Human,,
13533,Q8TC90,Human,,
13534,Q13939,Human,,
13535,P22362,Human,,
13536,O00626,Human,,
13537,P48745,Human,,
13538,Q9NPC3,Human,,
13539,Q96S94,Human,,
13540,P22674,Human,,
13541,O00421,Human,,
13542,Q93033,Human,,
13543,P08571,Human,,
13544,O95971,Human,,
13545,Q8N6Q3,Human,,
13546,P15391,Human,,
13547,Q9UJ71,Human,,
13548,P25063,Human,,
13549,Q9BZW8,Human,,
13550,Q9NPF0,Human,,
13551,P28907,Human,,
13552,P04234,Human,,
13553,P07766,Human,,
13554,P09693,Human,,
13555,Q08722,Human,,
13556,P06127,Human,,
13557,P31358,Human,,
13558,O43866,Human,,
13559,P30203,Human,,
13560,P32970,Human,,
13561,P21854,Human,,
13562,P33681,Human,,
13563,P42081,Human,,
13564,P40200,Human,,
13565,Q6DT37,Human,,
13566,Q9HBT6,Human,,
13567,Q9UJ99,Human,,
13568,Q86UP0,Human,,
13569,Q6ZTQ4,Human,,
13570,O14519,Human,,
13571,Q00526,Human,,
13572,Q96SN8,Human,,
13573,Q92772,Human,,
13574,Q8IVW4,Human,,
13575,Q5MAI5,Human,,
13576,Q8N9R6,Human,,
13577,Q8N8U2,Human,,
13578,Q2WEN9,Human,,
13579,A8MTB9,Human,,
13580,Q8N111,Human,,
13581,P49450,Human,,
13582,P07199,Human,,
13583,Q7L2Z9,Human,,
13584,Q8N960,Human,,
13585,Q5VU69,Human,,
13586,Q96MT7,Human,,
13587,Q5VTT2,Human,,
13588,P0CG37,Human,,
13589,Q9UFW8,Human,,
13590,Q96JM3,Human,,
13591,Q9BSY4,Human,,
13592,P36222,Human,,
13593,Q9BU40,Human,,
13594,Q8NCG5,Human,,
13595,Q7L1S5,Human,,
13596,A0PJX0,Human,,
13597,Q6ZTR7,Human,,
13598,Q9UPZ9,Human,,
13599,P0C7P0,Human,,
13600,Q9UBR5,Human,,
13601,Q96F83,Human,,
13602,Q9Y5I7,Human,,
13603,Q8NHS1,Human,,
13604,Q5QGZ9,Human,,
13605,Q2HXU8,Human,,
13606,Q86T13,Human,,
13607,A5D8T8,Human,,
13608,Q8NC01,Human,,
13609,Q9P126,Human,,
13610,P0C7M8,Human,,
13611,Q8WXI8,Human,,
13612,Q9ULY5,Human,,
13613,Q6UXB4,Human,,
13614,Q9NY25,Human,,
13615,Q9BXN2,Human,,
13616,Q6UXN8,Human,,
13617,Q8NHS4,Human,,
13618,Q96NY7,Human,,
13619,P49761,Human,,
13620,Q7Z7G1,Human,,
13621,P04118,Human,,
13622,Q6UWE3,Human,,
13623,Q8NCR9,Human,,
13624,Q8IUQ0,Human,,
13625,Q96DZ9,Human,,
13626,Q96M20,Human,,
13627,Q9NRU3,Human,,
13628,Q8NE01,Human,,
13629,Q6P4Q7,Human,,
13630,Q9UQ52,Human,,
13631,Q17RW2,Human,,
13632,Q9BXS0,Human,,
13633,Q96A83,Human,,
13634,P02461,Human,,
13635,A8TX70,Human,,
13636,Q9Y678,Human,,
13637,Q9NQ92,Human,,
13638,Q7Z4L0,Human,,
13639,P15088,Human,,
13640,Q8WXQ8,Human,,
13641,Q9H799,Human,,
13642,O95741,Human,,
13643,Q9Y646,Human,,
13644,Q8N684,Human,,
13645,Q8N123,Human,,
13646,P20023,Human,,
13647,Q96HD1,Human,,
13648,P16562,Human,,
13649,Q9HC73,Human,,
13650,O95727,Human,,
13651,Q68DQ2,Human,,
13652,P04141,Human,,
13653,P15509,Human,,
13654,P47710,Human,,
13655,P05814,Human,,
13656,P07498,Human,,
13657,Q9Y6M4,Human,,
13658,A0A1B0GTH6,Human,,
13659,O76096,Human,,
13660,O60676,Human,,
13661,Q5W186,Human,,
13662,Q9H114,Human,,
13663,Q8NI51,Human,,
13664,Q16619,Human,,
13665,Q9UI47,Human,,
13666,Q9NRF8,Human,,
13667,P14091,Human,,
13668,P56202,Human,,
13669,P60606,Human,,
13670,Q4LDR2,Human,,
13671,A0A1B0GTU2,Human,,
13672,A0A1B0GV90,Human,,
13673,Q14999,Human,,
13674,Q8IWT3,Human,,
13675,O60888,Human,,
13676,Q9H720,Human,,
13677,P78423,Human,,
13678,O43927,Human,,
13679,Q9H2A7,Human,,
13680,Q6UXB2,Human,,
13681,O00574,Human,,
13682,A8MYA2,Human,,
13683,Q6IPT4,Human,,
13684,A8MQ03,Human,,
13685,Q9Y4B6,Human,,
13686,Q5VU92,Human,,
13687,Q5VW00,Human,,
13688,A8MYV0,Human,,
13689,Q9H295,Human,,
13690,O43602,Human,,
13691,Q96D03,Human,,
13692,O94850,Human,,
13693,Q9UHL0,Human,,
13694,P60022,Human,,
13695,Q9ULE3,Human,,
13696,Q05D60,Human,,
13697,Q6ZPD8,Human,,
13698,P49619,Human,,
13699,P52824,Human,,
13700,O60610,Human,,
13701,Q96HU8,Human,,
13702,Q9UBT3,Human,,
13703,Q9UK85,Human,,
13704,P80370,Human,,
13705,Q9UGM3,Human,,
13706,Q6E0U4,Human,,
13707,Q13316,Human,,
13708,Q09013,Human,,
13709,Q5VZB9,Human,,
13710,Q96MA1,Human,,
13711,Q5HYR2,Human,,
13712,Q8IXT2,Human,,
13713,Q9Y485,Human,,
13714,Q9UFH2,Human,,
13715,Q96JB1,Human,,
13716,Q9H147,Human,,
13717,Q9P104,Human,,
13718,Q8N608,Human,,
13719,Q6V1X1,Human,,
13720,Q7Z7J5,Human,,
13721,Q6W0C5,Human,,
13722,Q7L190,Human,,
13723,Q7Z388,Human,,
13724,Q8TD84,Human,,
13725,Q9H410,Human,,
13726,P60981,Human,,
13727,Q9H1R2,Human,,
13728,Q9BV47,Human,,
13729,Q5JR98,Human,,
13730,Q86Y13,Human,,
13731,Q9BQW3,Human,,
13732,O95672,Human,,
13733,Q9HAV5,Human,,
13734,A0A1B0GTR0,Human,,
13735,Q96AZ1,Human,,
13736,O75071,Human,,
13737,Q8N7B9,Human,,
13738,A4FU69,Human,,
13739,A8MWE9,Human,,
13740,A8MZ26,Human,,
13741,Q99944,Human,,
13742,Q63HQ2,Human,,
13743,P08246,Human,,
13744,Q9UKW6,Human,,
13745,Q9HB65,Human,,
13746,Q9ULC0,Human,,
13747,Q9HC35,Human,,
13748,Q9NRM1,Human,,
13749,Q8N8Q3,Human,,
13750,Q6UWT2,Human,,
13751,O14638,Human,,
13752,Q9NQZ7,Human,,
13753,Q8TE69,Human,,
13754,O43491,Human,,
13755,P16452,Human,,
13756,Q5JZY3,Human,,
13757,P54756,Human,,
13758,P54762,Human,,
13759,Q9H6B9,Human,,
13760,Q7L775,Human,,
13761,A6NHQ4,Human,,
13762,O95925,Human,,
13763,Q9NQ60,Human,,
13764,Q7Z444,Human,,
13765,O14944,Human,,
13766,O43414,Human,,
13767,A6NGS2,Human,,
13768,Q6P6B1,Human,,
13769,Q7L0X2,Human,,
13770,Q96PL5,Human,,
13771,Q8TAM6,Human,,
13772,Q7Z2K6,Human,,
13773,Q96DN0,Human,,
13774,P30040,Human,,
13775,O00321,Human,,
13776,P41162,Human,,
13777,P57679,Human,,
13778,Q86UK5,Human,,
13779,P22794,Human,,
13780,P34910,Human,,
13781,Q9Y2C4,Human,,
13782,Q8NEV8,Human,,
13783,P03951,Human,,
13784,P00748,Human,,
13785,Q6NZ36,Human,,
13786,O60427,Human,,
13787,A8MWK0,Human,,
13788,Q9H5Z6,Human,,
13789,Q8NE31,Human,,
13790,Q5T6X4,Human,,
13791,Q6J272,Human,,
13792,A1A519,Human,,
13793,A6NMN3,Human,,
13794,Q6P995,Human,,
13795,Q8TBP5,Human,,
13796,Q8IXR5,Human,,
13797,Q6UWF9,Human,,
13798,A6NEQ2,Human,,
13799,A6NE01,Human,,
13800,A6NFU0,Human,,
13801,Q17R55,Human,,
13802,A6NFA0,Human,,
13803,Q8WUB2,Human,,
13804,Q8N7L0,Human,,
13805,Q8IXS0,Human,,
13806,Q7Z4H9,Human,,
13807,A6H8Z2,Human,,
13808,Q96M60,Human,,
13809,H3BQW9,Human,,
13810,Q4G0N7,Human,,
13811,Q96D05,Human,,
13812,A6NFZ4,Human,,
13813,P58499,Human,,
13814,Q6NSI3,Human,,
13815,Q8TAV0,Human,,
13816,Q8TBF8,Human,,
13817,Q86UY5,Human,,
13818,Q96PS1,Human,,
13819,Q7L8L6,Human,,
13820,Q6V0I7,Human,,
13821,Q969F0,Human,,
13822,Q53RD9,Human,,
13823,Q9NXK8,Human,,
13824,Q96EF6,Human,,
13825,O75426,Human,,
13826,Q8NI29,Human,,
13827,Q7Z6M2,Human,,
13828,Q8N4B4,Human,,
13829,Q5MNV8,Human,,
13830,Q5FWF7,Human,,
13831,P06734,Human,,
13832,P12314,Human,,
13833,Q86WN1,Human,,
13834,O60667,Human,,
13835,Q6DN72,Human,,
13836,Q8N0W3,Human,,
13837,A0AVI2,Human,,
13838,Q96RJ6,Human,,
13839,Q5NUL3,Human,,
13840,Q7Z6J4,Human,,
13841,Q5JSP0,Human,,
13842,Q96SL8,Human,,
13843,Q96Q35,Human,,
13844,Q5D862,Human,,
13845,P49771,Human,,
13846,Q4VC44,Human,,
13847,Q96CP2,Human,,
13848,Q8N0W7,Human,,
13849,Q9BVV2,Human,,
13850,Q8TC99,Human,,
13851,Q8TBE3,Human,,
13852,Q99958,Human,,
13853,Q12950,Human,,
13854,O43638,Human,,
13855,Q9P0K9,Human,,
13856,O95073,Human,,
13857,Q9NQT6,Human,,
13858,A1L4K1,Human,,
13859,P19526,Human,,
13860,Q10981,Human,,
13861,P22083,Human,,
13862,O00168,Human,,
13863,Q14802,Human,,
13864,P59646,Human,,
13865,Q5VWT5,Human,,
13866,Q96QD9,Human,,
13867,Q9NQR9,Human,,
13868,Q99928,Human,,
13869,Q6ZQY3,Human,,
13870,Q86SR1,Human,,
13871,Q8N3T1,Human,,
13872,Q7Z7M9,Human,,
13873,Q9UBC7,Human,,
13874,Q8N292,Human,,
13875,Q8NHY3,Human,,
13876,P01350,Human,,
13877,Q8IWJ2,Human,,
13878,Q9NP62,Human,,
13879,Q02742,Human,,
13880,Q8N6F7,Human,,
13881,Q99988,Human,,
13882,Q17RS7,Human,,
13883,I3L273,Human,,
13884,Q9UJY4,Human,,
13885,Q86UU5,Human,,
13886,Q5YKI7,Human,,
13887,Q9UJ14,Human,,
13888,P0DJR0,Human,,
13889,Q8NFK1,Human,,
13890,Q8N144,Human,,
13891,Q96KN9,Human,,
13892,Q9NS71,Human,,
13893,Q86XP6,Human,,
13894,P0CG01,Human,,
13895,Q8NBF1,Human,,
13896,Q7Z4J2,Human,,
13897,A8MTJ3,Human,,
13898,P50150,Human,,
13899,Q9BXV9,Human,,
13900,P07359,Human,,
13901,P40197,Human,,
13902,Q9HCN6,Human,,
13903,Q86WP2,Human,,
13904,Q8IV16,Human,,
13905,P80108,Human,,
13906,Q9NPR9,Human,,
13907,Q8IZ08,Human,,
13908,Q6NV75,Human,,
13909,O00270,Human,,
13910,Q49SQ1,Human,,
13911,Q13585,Human,,
13912,P46095,Human,,
13913,Q15743,Human,,
13914,Q5JY77,Human,,
13915,Q8NFJ5,Human,,
13916,Q9NZD1,Human,,
13917,Q7Z2K8,Human,,
13918,Q9Y4H4,Human,,
13919,Q13003,Human,,
13920,P25098,Human,,
13921,Q14831,Human,,
13922,O15499,Human,,
13923,P57764,Human,,
13924,Q2KHT4,Human,,
13925,P78347,Human,,
13926,Q12789,Human,,
13927,Q9H1H1,Human,,
13928,Q02747,Human,,
13929,Q16661,Human,,
13930,P02724,Human,,
13931,Q9H116,Human,,
13932,P60008,Human,,
13933,Q6PII5,Human,,
13934,O96004,Human,,
13935,Q8TDQ0,Human,,
13936,Q9NWW0,Human,,
13937,O60741,Human,,
13938,O43613,Human,,
13939,Q92769,Human,,
13940,P51858,Human,,
13941,A2RTY3,Human,,
13942,Q9NRV9,Human,,
13943,Q9BQS7,Human,,
13944,Q04756,Human,,
13945,Q9P298,Human,,
13946,A8MV81,Human,,
13947,Q9Y5L2,Human,,
13948,Q8NE63,Human,,
13949,Q8NCD3,Human,,
13950,P52790,Human,,
13951,P28067,Human,,
13952,P28068,Human,,
13953,Q8WW32,Human,,
13954,P54868,Human,,
13955,P82970,Human,,
13956,P22626,Human,,
13957,Q8WVV9,Human,,
13958,P31267,Human,,
13959,P31268,Human,,
13960,P13378,Human,,
13961,O60760,Human,,
13962,Q86YV9,Human,,
13963,O43593,Human,,
13964,Q6UXD1,Human,,
13965,O00198,Human,,
13966,Q86YZ3,Human,,
13967,Q8IZT8,Human,,
13968,C9JCN9,Human,,
13969,Q8NBQ5,Human,,
13970,Q7Z5P4,Human,,
13971,O14756,Human,,
13972,Q8NHY5,Human,,
13973,P10997,Human,,
13974,P21815,Human,,
13975,Q14773,Human,,
13976,Q9Y6W8,Human,,
13977,O75144,Human,,
13978,Q5T6J7,Human,,
13979,A6NMD0,Human,,
13980,P17181,Human,,
13981,Q8IZJ0,Human,,
13982,Q96FT9,Human,,
13983,P22692,Human,,
13984,Q8WX77,Human,,
13985,P01854,Human,,
13986,Q8IYA8,Human,,
13987,Q9UKT9,Human,,
13988,Q9UHF5,Human,,
13989,Q9NRM6,Human,,
13990,Q14116,Human,,
13991,O95998,Human,,
13992,Q13478,Human,,
13993,O95256,Human,,
13994,P01583,Human,,
13995,P27930,Human,,
13996,Q9NPH3,Human,,
13997,P60568,Human,,
13998,Q9NPF7,Human,,
13999,Q13007,Human,,
14000,Q6UWB1,Human,,
14001,P01589,Human,,
14002,P08700,Human,,
14003,Q6EBC2,Human,,
14004,Q8NI17,Human,,
14005,O95760,Human,,
14006,Q9NZH8,Human,,
14007,P26951,Human,,
14008,P05113,Human,,
14009,Q01344,Human,,
14010,P13232,Human,,
14011,P15248,Human,,
14012,Q0VD86,Human,,
14013,P55103,Human,,
14014,P58166,Human,,
14015,Q14642,Human,,
14016,Q1MX18,Human,,
14017,Q9Y581,Human,,
14018,Q96T92,Human,,
